x,y
1.257597503662109517e+01,-3.734252929687500000e+00
1.267597503662109304e+01,-3.634252929687498579e+00
1.277597503662109446e+01,-3.534252929687498934e+00
1.287597503662109588e+01,-3.434252929687499289e+00
1.297597503662109375e+01,-3.334252929687499645e+00
1.307597503662109517e+01,-3.234252929687500000e+00
1.317597503662109304e+01,-3.134252929687498579e+00
1.327597503662109446e+01,-3.034252929687498934e+00
1.337597503662109588e+01,-2.934252929687499289e+00
1.347597503662109375e+01,-2.834252929687499645e+00
1.357597503662109517e+01,-2.734252929687500000e+00
1.367597503662109304e+01,-2.634252929687498579e+00
1.377597503662109446e+01,-2.534252929687498934e+00
1.387597503662109588e+01,-2.434252929687499289e+00
1.397597503662109375e+01,-2.334252929687499645e+00
1.407597503662109517e+01,-2.234252929687500000e+00
1.417597503662109304e+01,-2.134252929687498579e+00
1.427597503662109446e+01,-2.034252929687498934e+00
1.437597503662109588e+01,-1.934252929687499289e+00
1.447597503662109375e+01,-1.834252929687499645e+00
1.457597503662109517e+01,-1.734252929687500000e+00
1.467597503662109304e+01,-1.634252929687498579e+00
1.467597503662109304e+01,-1.534252929687498934e+00
1.467597503662109304e+01,-1.434252929687499289e+00
1.467597503662109304e+01,-1.334252929687499645e+00
1.477597503662109446e+01,-1.234252929687500000e+00
1.487597503662109588e+01,-1.134252929687498579e+00
1.497597503662109375e+01,-1.034252929687500711e+00
1.507597503662109517e+01,-9.342529296874992895e-01
1.517597503662109304e+01,-8.342529296874978684e-01
1.527597503662109446e+01,-7.342529296875000000e-01
1.537597503662109588e+01,-6.342529296874985789e-01
1.547597503662109375e+01,-6.342529296874985789e-01
1.557597503662109517e+01,-6.342529296874985789e-01
1.567597503662109659e+01,-6.342529296874985789e-01
1.577597503662109446e+01,-6.342529296874985789e-01
1.587597503662109588e+01,-6.342529296874985789e-01
1.597597503662109375e+01,-5.342529296875007105e-01
1.607597503662109517e+01,-5.342529296875007105e-01
1.617597503662109659e+01,-5.342529296875007105e-01
1.627597503662109446e+01,-5.342529296875007105e-01
1.637597503662109588e+01,-5.342529296875007105e-01
1.647597503662109375e+01,-4.342529296874992895e-01
1.657597503662109517e+01,-3.342529296874978684e-01
1.667597503662109659e+01,-3.342529296874978684e-01
1.677597503662109446e+01,-3.342529296874978684e-01
1.687597503662109588e+01,-3.342529296874978684e-01
1.697597503662109375e+01,-3.342529296874978684e-01
1.707597503662109517e+01,-2.342529296875000000e-01
1.717597503662109659e+01,-2.342529296875000000e-01
1.727597503662109446e+01,-2.342529296875000000e-01
1.737597503662109588e+01,-2.342529296875000000e-01
1.747597503662109375e+01,-2.342529296875000000e-01
1.757597503662109517e+01,-2.342529296875000000e-01
1.767597503662109659e+01,-2.342529296875000000e-01
1.777597503662109446e+01,-2.342529296875000000e-01
1.787597503662109588e+01,-2.342529296875000000e-01
1.797597503662109375e+01,-2.342529296875000000e-01
1.807597503662109517e+01,-2.342529296875000000e-01
1.817597503662109659e+01,-2.342529296875000000e-01
1.827597503662109446e+01,-2.342529296875000000e-01
1.837597503662109588e+01,-2.342529296875000000e-01
1.847597503662109375e+01,-2.342529296875000000e-01
1.857597503662109517e+01,-2.342529296875000000e-01
1.867597503662109659e+01,-2.342529296875000000e-01
1.877597503662109446e+01,-2.342529296875000000e-01
1.887597503662109588e+01,-2.342529296875000000e-01
1.897597503662109375e+01,-2.342529296875000000e-01
1.907597503662109517e+01,-2.342529296875000000e-01
1.917597503662109659e+01,-2.342529296875000000e-01
1.927597503662109446e+01,-2.342529296875000000e-01
1.937597503662109588e+01,-2.342529296875000000e-01
1.947597503662109375e+01,-2.342529296875000000e-01
1.957597503662109517e+01,-2.342529296875000000e-01
1.967597503662109659e+01,-2.342529296875000000e-01
1.977597503662109446e+01,-1.342529296874985789e-01
1.987597503662109588e+01,-1.342529296874985789e-01
1.997597503662109375e+01,-1.342529296874985789e-01
2.007597503662109517e+01,-3.425292968750071054e-02
2.017597503662109659e+01,-3.425292968750071054e-02
2.027597503662109446e+01,-3.425292968750071054e-02
2.037597503662109588e+01,-3.425292968750071054e-02
2.047597503662109375e+01,-1.342529296874985789e-01
2.057597503662109517e+01,-2.342529296875000000e-01
2.067597503662109659e+01,-3.342529296874978684e-01
2.077597503662109446e+01,-3.342529296874978684e-01
2.087597503662109588e+01,-3.342529296874978684e-01
2.097597503662109375e+01,-3.342529296874978684e-01
2.107597503662109517e+01,-3.342529296874978684e-01
2.117597503662109659e+01,-3.342529296874978684e-01
2.127597503662109446e+01,-3.342529296874978684e-01
2.137597503662109588e+01,-3.342529296874978684e-01
2.147597503662109375e+01,-3.342529296874978684e-01
2.157597503662109517e+01,-3.342529296874978684e-01
2.167597503662109659e+01,-3.342529296874978684e-01
2.177597503662109446e+01,-3.342529296874978684e-01
2.187597503662109588e+01,-3.342529296874978684e-01
2.197597503662109375e+01,-3.342529296874978684e-01
2.207597503662109517e+01,-3.342529296874978684e-01
2.217597503662109659e+01,-3.342529296874978684e-01
2.227597503662109446e+01,-3.342529296874978684e-01
2.237597503662109588e+01,-3.342529296874978684e-01
2.247597503662109375e+01,-3.342529296874978684e-01
2.257597503662109517e+01,-3.342529296874978684e-01
2.267597503662109659e+01,-3.342529296874978684e-01
2.277597503662109446e+01,-3.342529296874978684e-01
2.287597503662109588e+01,-3.342529296874978684e-01
2.297597503662109375e+01,-3.342529296874978684e-01
2.307597503662109517e+01,-3.342529296874978684e-01
2.317597503662109659e+01,-4.342529296874992895e-01
2.327597503662109446e+01,-5.342529296875007105e-01
2.337597503662109588e+01,-6.342529296874985789e-01
2.347597503662109375e+01,-7.342529296875000000e-01
2.357597503662109517e+01,-8.342529296874978684e-01
2.367597503662109659e+01,-9.342529296874992895e-01
2.377597503662109446e+01,-1.034252929687500711e+00
2.387597503662109588e+01,-1.134252929687498579e+00
2.397597503662109375e+01,-1.234252929687500000e+00
2.407597503662109517e+01,-1.334252929687499645e+00
2.417597503662109659e+01,-1.434252929687499289e+00
2.427597503662109446e+01,-1.534252929687498934e+00
2.437597503662109588e+01,-1.634252929687498579e+00
2.447597503662109375e+01,-1.734252929687500000e+00
2.457597503662109517e+01,-1.734252929687500000e+00
2.467597503662109659e+01,-1.834252929687499645e+00
2.477597503662109446e+01,-1.834252929687499645e+00
2.487597503662109588e+01,-1.934252929687499289e+00
2.497597503662109375e+01,-1.934252929687499289e+00
2.507597503662109517e+01,-2.034252929687498934e+00
2.517597503662109659e+01,-2.034252929687498934e+00
2.507597503662109517e+01,-2.134252929687498579e+00
2.497597503662109375e+01,-2.134252929687498579e+00
2.487597503662109588e+01,-2.234252929687500000e+00
2.477597503662109446e+01,-2.334252929687499645e+00
2.467597503662109659e+01,-2.334252929687499645e+00
2.457597503662109517e+01,-2.334252929687499645e+00
2.447597503662109375e+01,-2.334252929687499645e+00
2.437597503662109588e+01,-2.334252929687499645e+00
2.427597503662109446e+01,-2.334252929687499645e+00
2.417597503662109659e+01,-2.334252929687499645e+00
2.407597503662109517e+01,-2.334252929687499645e+00
2.397597503662109375e+01,-2.334252929687499645e+00
2.387597503662109588e+01,-2.334252929687499645e+00
2.377597503662109446e+01,-2.334252929687499645e+00
2.367597503662109659e+01,-2.334252929687499645e+00
2.357597503662109517e+01,-2.334252929687499645e+00
2.347597503662109375e+01,-2.334252929687499645e+00
2.337597503662109588e+01,-2.334252929687499645e+00
2.327597503662109446e+01,-2.334252929687499645e+00
2.317597503662109659e+01,-2.334252929687499645e+00
2.307597503662109517e+01,-2.334252929687499645e+00
2.297597503662109375e+01,-2.334252929687499645e+00
2.287597503662109588e+01,-2.334252929687499645e+00
2.277597503662109446e+01,-2.434252929687499289e+00
2.267597503662109659e+01,-2.534252929687498934e+00
2.257597503662109517e+01,-2.634252929687498579e+00
2.247597503662109375e+01,-2.734252929687500000e+00
2.237597503662109588e+01,-2.734252929687500000e+00
2.227597503662109446e+01,-2.834252929687499645e+00
2.217597503662109659e+01,-2.934252929687499289e+00
2.207597503662109517e+01,-2.934252929687499289e+00
2.197597503662109375e+01,-3.034252929687498934e+00
2.187597503662109588e+01,-3.134252929687498579e+00
2.177597503662109446e+01,-3.234252929687500000e+00
2.167597503662109659e+01,-3.334252929687499645e+00
2.157597503662109517e+01,-3.434252929687499289e+00
2.147597503662109375e+01,-3.534252929687498934e+00
2.137597503662109588e+01,-3.634252929687498579e+00
2.127597503662109446e+01,-3.734252929687500000e+00
2.117597503662109659e+01,-3.834252929687499645e+00
2.107597503662109517e+01,-3.934252929687499289e+00
2.097597503662109375e+01,-4.034252929687498934e+00
2.087597503662109588e+01,-4.134252929687498579e+00
2.077597503662109446e+01,-4.234252929687500000e+00
2.067597503662109659e+01,-4.334252929687499645e+00
2.057597503662109517e+01,-4.434252929687499289e+00
2.047597503662109375e+01,-4.534252929687498934e+00
2.037597503662109588e+01,-4.634252929687498579e+00
2.027597503662109446e+01,-4.734252929687500000e+00
2.017597503662109659e+01,-4.834252929687499645e+00
2.007597503662109517e+01,-4.934252929687499289e+00
1.997597503662109375e+01,-5.034252929687498934e+00
1.987597503662109588e+01,-5.134252929687498579e+00
1.977597503662109446e+01,-5.234252929687500000e+00
1.967597503662109659e+01,-5.334252929687499645e+00
1.967597503662109659e+01,-5.434252929687499289e+00
1.967597503662109659e+01,-5.534252929687498934e+00
1.967597503662109659e+01,-5.634252929687498579e+00
1.967597503662109659e+01,-5.734252929687500000e+00
1.967597503662109659e+01,-5.834252929687499645e+00
1.967597503662109659e+01,-5.934252929687499289e+00
1.957597503662109517e+01,-6.034252929687498934e+00
1.947597503662109375e+01,-6.134252929687498579e+00
1.947597503662109375e+01,-6.234252929687500000e+00
1.947597503662109375e+01,-6.334252929687499645e+00
1.947597503662109375e+01,-6.434252929687499289e+00
1.947597503662109375e+01,-6.534252929687498934e+00
1.947597503662109375e+01,-6.634252929687498579e+00
1.947597503662109375e+01,-6.734252929687500000e+00
1.947597503662109375e+01,-6.834252929687499645e+00
1.937597503662109588e+01,-6.934252929687499289e+00
1.937597503662109588e+01,-7.034252929687498934e+00
1.937597503662109588e+01,-7.134252929687498579e+00
1.937597503662109588e+01,-7.234252929687500000e+00
1.937597503662109588e+01,-7.334252929687499645e+00
1.937597503662109588e+01,-7.434252929687499289e+00
1.937597503662109588e+01,-7.534252929687498934e+00
1.937597503662109588e+01,-7.634252929687498579e+00
1.937597503662109588e+01,-7.734252929687500000e+00
1.937597503662109588e+01,-7.834252929687499645e+00
1.937597503662109588e+01,-7.934252929687499289e+00
1.937597503662109588e+01,-8.034252929687498934e+00
1.937597503662109588e+01,-8.134252929687500355e+00
1.937597503662109588e+01,-8.234252929687500000e+00
1.937597503662109588e+01,-8.334252929687499645e+00
1.927597503662109446e+01,-8.434252929687499289e+00
1.917597503662109659e+01,-8.534252929687498934e+00
1.907597503662109517e+01,-8.634252929687500355e+00
1.907597503662109517e+01,-8.734252929687500000e+00
1.907597503662109517e+01,-8.834252929687499645e+00
1.907597503662109517e+01,-8.934252929687499289e+00
1.907597503662109517e+01,-9.034252929687498934e+00
1.907597503662109517e+01,-9.134252929687500355e+00
1.907597503662109517e+01,-9.234252929687500000e+00
1.907597503662109517e+01,-9.334252929687499645e+00
1.907597503662109517e+01,-9.434252929687499289e+00
1.907597503662109517e+01,-9.534252929687500711e+00
1.907597503662109517e+01,-9.634252929687498579e+00
1.907597503662109517e+01,-9.734252929687500000e+00
1.907597503662109517e+01,-9.834252929687499645e+00
1.897597503662109375e+01,-9.934252929687499289e+00
1.897597503662109375e+01,-1.003425292968750071e+01
1.887597503662109588e+01,-1.013425292968749858e+01
1.887597503662109588e+01,-1.023425292968750000e+01
1.877597503662109446e+01,-1.033425292968749964e+01
1.877597503662109446e+01,-1.043425292968749929e+01
1.867597503662109659e+01,-1.053425292968750071e+01
1.867597503662109659e+01,-1.063425292968749858e+01
1.857597503662109517e+01,-1.073425292968750000e+01
1.857597503662109517e+01,-1.083425292968749964e+01
